
637,38,CONGESTION-DETECTED,CCTV03
594,38,CONGESTION-DETECTED,CCTV01
119,40,CONGESTION-DETECTED,CCTV04
118,40,CONGESTION-DETECTED,CCTV02
115,40,CONGESTION-DETECTED,CCTV03
117,40,CONGESTION-DETECTED,CCTV01
104,94,CONGESTION-DETECTED,CCTV03
100,94,CONGESTION-DETECTED,CCTV04
103,94,CONGESTION-DETECTED,CCTV02
106,94,CONGESTION-DETECTED,CCTV01
75,98,CONGESTION-DETECTED,CCTV03
73,98,CONGESTION-DETECTED,CCTV04
77,98,CONGESTION-DETECTED,CCTV02
72,98,CONGESTION-DETECTED,CCTV01
147,101,CONGESTION-DETECTED,CCTV03
134,101,CONGESTION-DETECTED,CCTV04
142,101,CONGESTION-DETECTED,CCTV02
156,101,CONGESTION-DETECTED,CCTV01
220,109,CONGESTION-DETECTED,CCTV03
224,109,CONGESTION-DETECTED,CCTV04
208,109,CONGESTION-DETECTED,CCTV02
221,109,CONGESTION-DETECTED,CCTV01
107,121,CONGESTION-DETECTED,CCTV03
98,121,CONGESTION-DETECTED,CCTV04
103,121,CONGESTION-DETECTED,CCTV01
102,121,CONGESTION-DETECTED,CCTV02
92,128,CONGESTION-DETECTED,CCTV03
88,128,CONGESTION-DETECTED,CCTV04
94,128,CONGESTION-DETECTED,CCTV02
91,128,CONGESTION-DETECTED,CCTV01
78,5,CONGESTION-DETECTED,CCTV02
78,5,CONGESTION-DETECTED,CCTV03
79,5,CONGESTION-DETECTED,CCTV01
72,5,CONGESTION-DETECTED,CCTV04
750,13,CONGESTION-DETECTED,CCTV03
667,13,CONGESTION-DETECTED,CCTV02
677,13,CONGESTION-DETECTED,CCTV01
811,13,CONGESTION-DETECTED,CCTV04
303,20,CONGESTION-DETECTED,CCTV03
212,20,CONGESTION-DETECTED,CCTV02
205,20,CONGESTION-DETECTED,CCTV01
268,20,CONGESTION-DETECTED,CCTV04
720,38,CONGESTION-DETECTED,CCTV03
789,38,CONGESTION-DETECTED,CCTV02
539,38,CONGESTION-DETECTED,CCTV01
113,40,CONGESTION-DETECTED,CCTV03
103,40,CONGESTION-DETECTED,CCTV02
106,40,CONGESTION-DETECTED,CCTV01
517,38,CONGESTION-DETECTED,CCTV04
96,40,CONGESTION-DETECTED,CCTV04
105,94,CONGESTION-DETECTED,CCTV02
99,94,CONGESTION-DETECTED,CCTV03
115,94,CONGESTION-DETECTED,CCTV01
96,94,CONGESTION-DETECTED,CCTV04
69,98,CONGESTION-DETECTED,CCTV02
68,98,CONGESTION-DETECTED,CCTV03
67,98,CONGESTION-DETECTED,CCTV01
134,101,CONGESTION-DETECTED,CCTV02
143,101,CONGESTION-DETECTED,CCTV03
122,101,CONGESTION-DETECTED,CCTV01
66,98,CONGESTION-DETECTED,CCTV04
135,101,CONGESTION-DETECTED,CCTV04
190,109,CONGESTION-DETECTED,CCTV02
203,109,CONGESTION-DETECTED,CCTV03
200,109,CONGESTION-DETECTED,CCTV01
201,109,CONGESTION-DETECTED,CCTV04
113,121,CONGESTION-DETECTED,CCTV02
120,121,CONGESTION-DETECTED,CCTV03
114,121,CONGESTION-DETECTED,CCTV01
120,121,CONGESTION-DETECTED,CCTV04
130,128,CONGESTION-DETECTED,CCTV02
131,128,CONGESTION-DETECTED,CCTV03
128,128,CONGESTION-DETECTED,CCTV01
120,128,CONGESTION-DETECTED,CCTV04
111,131,CONGESTION-DETECTED,CCTV02
104,131,CONGESTION-DETECTED,CCTV03
108,131,CONGESTION-DETECTED,CCTV01
106,131,CONGESTION-DETECTED,CCTV04
167,136,CONGESTION-DETECTED,CCTV02
225,137,CONGESTION-DETECTED,CCTV02
184,136,CONGESTION-DETECTED,CCTV03
241,137,CONGESTION-DETECTED,CCTV03
168,136,CONGESTION-DETECTED,CCTV01
222,137,CONGESTION-DETECTED,CCTV01
184,136,CONGESTION-DETECTED,CCTV04
241,137,CONGESTION-DETECTED,CCTV04
277,145,CONGESTION-DETECTED,CCTV02
112,144,CONGESTION-DETECTED,CCTV02
260,145,CONGESTION-DETECTED,CCTV03
110,144,CONGESTION-DETECTED,CCTV03
242,145,CONGESTION-DETECTED,CCTV01
105,144,CONGESTION-DETECTED,CCTV01
215,145,CONGESTION-DETECTED,CCTV04
101,144,CONGESTION-DETECTED,CCTV04
137,157,CONGESTION-DETECTED,CCTV03
131,157,CONGESTION-DETECTED,CCTV01
131,157,CONGESTION-DETECTED,CCTV04
130,157,CONGESTION-DETECTED,CCTV02
158,162,CONGESTION-DETECTED,CCTV03
144,162,CONGESTION-DETECTED,CCTV01
140,162,CONGESTION-DETECTED,CCTV04
140,162,CONGESTION-DETECTED,CCTV02
136,172,CONGESTION-DETECTED,CCTV03
155,172,CONGESTION-DETECTED,CCTV01
153,172,CONGESTION-DETECTED,CCTV04
129,172,CONGESTION-DETECTED,CCTV02
66,201,CONGESTION-DETECTED,CCTV03
67,201,CONGESTION-DETECTED,CCTV01
97,220,CONGESTION-DETECTED,CCTV03
99,220,CONGESTION-DETECTED,CCTV01
102,220,CONGESTION-DETECTED,CCTV04
92,220,CONGESTION-DETECTED,CCTV02
121,225,CONGESTION-DETECTED,CCTV03
116,225,CONGESTION-DETECTED,CCTV01
116,225,CONGESTION-DETECTED,CCTV04
118,225,CONGESTION-DETECTED,CCTV02
